,LeafNodeName,FullPath,common,female,male
614,superior_thoracic_l,2_20_mAnatomy/Artery_system/ThorABCDEFGax/Superior_thoracic_L,True,True,True
615,superior_thoracic_r,2_20_mAnatomy/Artery_system/ThorABCDEFGax/Superior_thoracic_R,True,True,True
616,supreme_intercostal_456highest789_l,2_20_mAnatomy/Artery_system/ThorABCDEFGax/Supreme_intercostal_456highest789_L,True,True,True
617,supreme_intercostal_456highest789_r,2_20_mAnatomy/Artery_system/ThorABCDEFGax/Supreme_intercostal_456highest789_R,True,True,True
618,thoracoacromial_pectoral_branch_l,2_20_mAnatomy/Artery_system/ThorABCDEFGax/Thoracoacromial_pectoral_branch_L,True,True,True
619,thoracoacromial_pectoral_branch_r,2_20_mAnatomy/Artery_system/ThorABCDEFGax/Thoracoacromial_pectoral_branch_R,True,True,True
620,thoracoacromial_trunk_l,2_20_mAnatomy/Artery_system/ThorABCDEFGax/Thoracoacromial_trunk_L,True,True,True
621,thoracoacromial_trunk_r,2_20_mAnatomy/Artery_system/ThorABCDEFGax/Thoracoacromial_trunk_R,True,True,True
622,thyrocervical_trunk_l,2_20_mAnatomy/Artery_system/ThorABCDEFGax/Thyrocervical_trunk_L,True,True,True
623,thyrocervical_trunk_r,2_20_mAnatomy/Artery_system/ThorABCDEFGax/Thyrocervical_trunk_R,True,True,True
624,transverse_cervical_l_a,2_20_mAnatomy/Artery_system/ThorABCDEFGax/Transverse_cervical_L_A,True,True,True
625,transverse_cervical_r_a,2_20_mAnatomy/Artery_system/ThorABCDEFGax/Transverse_cervical_R_A,True,True,True
626,abcdefg456i789liver_caudate_lobe,2_20_mAnatomy/Digestive_system/Abdomen/ABCDEFG456I789Liver_caudate_lobe,True,True,True
627,abcdefg456ii789liver_left_posterolateral_segment,2_20_mAnatomy/Digestive_system/Abdomen/ABCDEFG456II789Liver_left_posterolateral_segment,True,True,True
628,abcdefg456iii789liver_left_anterolateral_segment,2_20_mAnatomy/Digestive_system/Abdomen/ABCDEFG456III789Liver_left_anterolateral_segment,True,True,True
629,abcdefg456iva789liver_medial_segment_superior_subsegment,2_20_mAnatomy/Digestive_system/Abdomen/ABCDEFG456IVa789Liver_medial_segment_superior_subsegment,True,True,True
630,abcdefg456ivb789liver_medial_segment_inferior_subsegment_456including_quadrate_lobe789,2_20_mAnatomy/Digestive_system/Abdomen/ABCDEFG456IVb789Liver_medial_segment_inferior_subsegment_456including_quadrate_lobe789,True,True,True
631,abcdefg456v789liver_anteromedial_segment,2_20_mAnatomy/Digestive_system/Abdomen/ABCDEFG456V789Liver_anteromedial_segment,True,True,True
632,abcdefg456vi789liver_right_anterolateral_segment,2_20_mAnatomy/Digestive_system/Abdomen/ABCDEFG456VI789Liver_right_anterolateral_segment,True,True,True
633,abcdefg456vii789liver_posteromedial_segment,2_20_mAnatomy/Digestive_system/Abdomen/ABCDEFG456VII789Liver_posteromedial_segment,True,True,True
634,abcdefg456vii789liver_right_posterolateral_segment,2_20_mAnatomy/Digestive_system/Abdomen/ABCDEFG456VII789Liver_right_posterolateral_segment,True,True,True
635,appendix,2_20_mAnatomy/Digestive_system/Abdomen/Appendix,True,True,True
636,ascending_colon,2_20_mAnatomy/Digestive_system/Abdomen/Ascending_colon,True,True,True
637,cardiac_456gastroesophageal_lower_esophageal789_sphincter_front_portion,2_20_mAnatomy/Digestive_system/Abdomen/Cardiac_456gastroesophageal_lower_esophageal789_sphincter_front_portion,True,True,True
638,cecum,2_20_mAnatomy/Digestive_system/Abdomen/Cecum,True,True,True
639,circular_muscle_layer,2_20_mAnatomy/Digestive_system/Abdomen/Circular_muscle_layer,True,True,True
640,descending_colon,2_20_mAnatomy/Digestive_system/Abdomen/Descending_colon,True,True,True
641,duodenum_sectioned_456back789,2_20_mAnatomy/Digestive_system/Abdomen/Duodenum_sectioned_456back789,True,True,True
642,duodenum_sectioned_456front789,2_20_mAnatomy/Digestive_system/Abdomen/Duodenum_sectioned_456front789,True,True,True
643,gall_bladder,2_20_mAnatomy/Digestive_system/Abdomen/Gall_bladder,True,True,True
644,greater_omentum_456gastrocolic_omentum789,2_20_mAnatomy/Digestive_system/Abdomen/Greater_omentum_456gastrocolic_omentum789,True,True,True
645,ileum_456posterior_intestine357distal_intestine789,2_20_mAnatomy/Digestive_system/Abdomen/Ileum_456posterior_intestine357distal_intestine789,True,True,True
646,jejunum_456middle_intestine_mid246gut789,2_20_mAnatomy/Digestive_system/Abdomen/Jejunum_456middle_intestine_mid246gut789,True,True,True
647,lesser_omentum_456small_omentum_gastrohepatic_omentum789,2_20_mAnatomy/Digestive_system/Abdomen/Lesser_omentum_456small_omentum_gastrohepatic_omentum789,True,True,True
648,ligament_of_treitz_456suspensory_muscle_of_the_duodenum789,2_20_mAnatomy/Digestive_system/Abdomen/Ligament_of_Treitz_456suspensory_muscle_of_the_duodenum789,True,True,True
649,ligaments_of_liver,2_20_mAnatomy/Digestive_system/Abdomen/Ligaments_of_liver,True,True,True
650,longitudinal_muscle_layer,2_20_mAnatomy/Digestive_system/Abdomen/Longitudinal_muscle_layer,True,True,True
651,mucosa,2_20_mAnatomy/Digestive_system/Abdomen/Mucosa,True,True,True
652,oblique_muscle_layer,2_20_mAnatomy/Digestive_system/Abdomen/Oblique_muscle_layer,True,True,True
653,obliterated_umbilical_vein_456in_ligamentum_teres789,2_20_mAnatomy/Digestive_system/Abdomen/Obliterated_umbilical_vein_456in_ligamentum_teres789,True,True,True
654,pancreas_body,2_20_mAnatomy/Digestive_system/Abdomen/Pancreas_body,True,True,True
655,pancreas_head,2_20_mAnatomy/Digestive_system/Abdomen/Pancreas_head,True,True,True
656,pancreas_tail,2_20_mAnatomy/Digestive_system/Abdomen/Pancreas_tail,True,True,True
657,pancreatic_duct_accessory_pancreatic_duct_of_santorini,2_20_mAnatomy/Digestive_system/Abdomen/Pancreatic_duct_accessory_pancreatic_duct_of_santorini,True,True,True
658,pancreatic_duct_main_456duct_of_wirsung789,2_20_mAnatomy/Digestive_system/Abdomen/Pancreatic_duct_main_456duct_of_wirsung789,True,True,True
659,peritoneum,2_20_mAnatomy/Digestive_system/Abdomen/Peritoneum,True,True,True
660,pyloric_sphincter_456valve789357front_portion,2_20_mAnatomy/Digestive_system/Abdomen/Pyloric_sphincter_456valve789357front_portion,True,True,True
661,stomach_cardiac_cap,2_20_mAnatomy/Digestive_system/Abdomen/Stomach_cardiac_cap,True,True,True
662,stomach_fundic_and_pyloric_cap_layered,2_20_mAnatomy/Digestive_system/Abdomen/Stomach_fundic_and_pyloric_cap_layered,True,True,True
663,stomach_fundic_and_pyloric_cap_layered1,2_20_mAnatomy/Digestive_system/Abdomen/Stomach_fundic_and_pyloric_cap_layered1,True,True,True
664,stomach_fundic_and_pyloric_cap_layered2,2_20_mAnatomy/Digestive_system/Abdomen/Stomach_fundic_and_pyloric_cap_layered2,True,True,True
665,stomach_serosa_and_mucosa,2_20_mAnatomy/Digestive_system/Abdomen/Stomach_serosa_and_mucosa,True,True,True
666,transverse_colon,2_20_mAnatomy/Digestive_system/Abdomen/Transverse_colon,True,True,True
667,corniculate_tubercles,2_20_mAnatomy/Digestive_system/Head_and_Neck/Corniculate_tubercles,True,True,True
668,cuneiform_tubercles,2_20_mAnatomy/Digestive_system/Head_and_Neck/Cuneiform_tubercles,True,True,True
669,epiglottic_vallecula,2_20_mAnatomy/Digestive_system/Head_and_Neck/Epiglottic_vallecula,True,True,True
670,gingiva,2_20_mAnatomy/Digestive_system/Head_and_Neck/Gingiva,True,True,True
671,hard_palate,2_20_mAnatomy/Digestive_system/Head_and_Neck/Hard_palate,True,True,True
672,oral_cavity,2_20_mAnatomy/Digestive_system/Head_and_Neck/Oral_cavity,True,True,True
673,piriform_sinus,2_20_mAnatomy/Digestive_system/Head_and_Neck/Piriform_sinus,True,True,True
674,laryngopharynx,2_20_mAnatomy/Digestive_system/Head_and_Neck/Repetition_with_Respiratory/Laryngopharynx,True,True,True
675,oropharynx,2_20_mAnatomy/Digestive_system/Head_and_Neck/Repetition_with_Respiratory/Oropharynx,True,True,True
676,esophagus,2_20_mAnatomy/Digestive_system/Head_and_Neck/Repetition_with_Thorax/Esophagus,True,True,True
677,salivary_456parotid789_gland_l,2_20_mAnatomy/Digestive_system/Head_and_Neck/Salivary_456parotid789_gland_L,True,True,True
678,salivary_456parotid789_gland_r,2_20_mAnatomy/Digestive_system/Head_and_Neck/Salivary_456parotid789_gland_R,True,True,True
679,salivary_456sublingual789_gland_l,2_20_mAnatomy/Digestive_system/Head_and_Neck/Salivary_456sublingual789_gland_L,True,True,True
680,salivary_456sublingual789_gland_r,2_20_mAnatomy/Digestive_system/Head_and_Neck/Salivary_456sublingual789_gland_R,True,True,True
681,salivary_456submandibular_submaxillary789_duct_l,2_20_mAnatomy/Digestive_system/Head_and_Neck/Salivary_456submandibular_submaxillary789_duct_L,True,True,True
682,salivary_456submandibular_submaxillary789_duct_r,2_20_mAnatomy/Digestive_system/Head_and_Neck/Salivary_456submandibular_submaxillary789_duct_R,True,True,True
683,salivary_456submandibular_submaxillary789_gland_l,2_20_mAnatomy/Digestive_system/Head_and_Neck/Salivary_456submandibular_submaxillary789_gland_L,True,True,True
684,salivary_456submandibular_submaxillary789_gland_r,2_20_mAnatomy/Digestive_system/Head_and_Neck/Salivary_456submandibular_submaxillary789_gland_R,True,True,True
685,salivary_duct_l,2_20_mAnatomy/Digestive_system/Head_and_Neck/Salivary_duct_L,True,True,True
686,salivary_duct_r,2_20_mAnatomy/Digestive_system/Head_and_Neck/Salivary_duct_R,True,True,True
687,soft_palate,2_20_mAnatomy/Digestive_system/Head_and_Neck/Soft_palate,True,True,True
688,uvula,2_20_mAnatomy/Digestive_system/Head_and_Neck/Uvula,True,True,True
689,vestibule_of_larynx,2_20_mAnatomy/Digestive_system/Head_and_Neck/Vestibule_of_larynx,True,True,True
690,anal_canal,2_20_mAnatomy/Digestive_system/Pelvis_and_Hip/Anal_canal,True,True,True
691,rectum,2_20_mAnatomy/Digestive_system/Pelvis_and_Hip/Rectum,True,True,True
692,sigmoid_colon,2_20_mAnatomy/Digestive_system/Pelvis_and_Hip/Sigmoid_colon,True,True,True
693,esophagusabcdefg,2_20_mAnatomy/Digestive_system/Thorax/EsophagusABCDEFG,True,True,True
694,adrenal_gland_l,2_20_mAnatomy/Endocrine_system/ABCDEFGAbdomen/Adrenal_gland_L,True,True,True
695,adrenal_gland_r,2_20_mAnatomy/Endocrine_system/ABCDEFGAbdomen/Adrenal_gland_R,True,True,True
696,parathyroid_gland_inferior_l,2_20_mAnatomy/Endocrine_system/ABCDEFGHead_and_Neck/Parathyroid_gland_inferior_L,True,True,True
697,parathyroid_gland_inferior_r,2_20_mAnatomy/Endocrine_system/ABCDEFGHead_and_Neck/Parathyroid_gland_inferior_R,True,True,True
698,parathyroid_gland_superior_l,2_20_mAnatomy/Endocrine_system/ABCDEFGHead_and_Neck/Parathyroid_gland_superior_L,True,True,True
699,parathyroid_gland_superior_r,2_20_mAnatomy/Endocrine_system/ABCDEFGHead_and_Neck/Parathyroid_gland_superior_R,True,True,True
700,thyroid_gland,2_20_mAnatomy/Endocrine_system/ABCDEFGHead_and_Neck/Thyroid_gland,True,True,True
701,linea_alba,2_20_mAnatomy/Lighment_system/AbdomenABCDEFG/Linea_alba,True,True,True
702,acromioclavicular_ligament_l,2_20_mAnatomy/Lighment_system/Arm_LABCDEFG/Acromioclavicular_ligament_L,True,True,True
703,annular_ligament_of_radius_l,2_20_mAnatomy/Lighment_system/Arm_LABCDEFG/Annular_ligament_of_radius_L,True,True,True
704,articular_capsule_456elbow789_l,2_20_mAnatomy/Lighment_system/Arm_LABCDEFG/Articular_capsule_456elbow789_L,True,True,True
705,articular_capsule_l,2_20_mAnatomy/Lighment_system/Arm_LABCDEFG/Articular_capsule_L,True,True,True
706,carpometacarpal_articular_capsule_of_pollex_l,2_20_mAnatomy/Lighment_system/Arm_LABCDEFG/Carpometacarpal_articular_capsule_of_pollex_L,True,True,True
707,coracoacromial_ligament_l,2_20_mAnatomy/Lighment_system/Arm_LABCDEFG/Coracoacromial_ligament_L,True,True,True
708,coracoclavicular_ligament_conoid_portion_l,2_20_mAnatomy/Lighment_system/Arm_LABCDEFG/Coracoclavicular_ligament_conoid_portion_L,True,True,True
709,coracoclavicular_ligament_trapezoid_portion_l,2_20_mAnatomy/Lighment_system/Arm_LABCDEFG/Coracoclavicular_ligament_trapezoid_portion_L,True,True,True
710,coracohumeral_ligament_l,2_20_mAnatomy/Lighment_system/Arm_LABCDEFG/Coracohumeral_ligament_L,True,True,True
711,deep_transverse_metacarpal_ligaments_l,2_20_mAnatomy/Lighment_system/Arm_LABCDEFG/Deep_transverse_metacarpal_ligaments_L,True,True,True
712,distal_commissurall_ligament_l,2_20_mAnatomy/Lighment_system/Arm_LABCDEFG/Distal_commissurall_ligament_L,True,True,True
713,distal_intercarpal_ligaments_l,2_20_mAnatomy/Lighment_system/Arm_LABCDEFG/Distal_intercarpal_ligaments_L,True,True,True
714,dorsal_carpometacarpal_ligaments_l,2_20_mAnatomy/Lighment_system/Arm_LABCDEFG/Dorsal_carpometacarpal_ligaments_L,True,True,True
715,dorsal_intercarpal_ligaments_l,2_20_mAnatomy/Lighment_system/Arm_LABCDEFG/Dorsal_intercarpal_ligaments_L,True,True,True
716,dorsal_metacarpal_ligaments_l,2_20_mAnatomy/Lighment_system/Arm_LABCDEFG/Dorsal_metacarpal_ligaments_L,True,True,True
717,dorsal_radiocarpal_ligament_l,2_20_mAnatomy/Lighment_system/Arm_LABCDEFG/Dorsal_radiocarpal_ligament_L,True,True,True
718,dorsal_radioulnar_ligament_l,2_20_mAnatomy/Lighment_system/Arm_LABCDEFG/Dorsal_radioulnar_ligament_L,True,True,True
719,extensor_retinaculum_l,2_20_mAnatomy/Lighment_system/Arm_LABCDEFG/Extensor_retinaculum_L,True,True,True
720,flexor_retinaculum_456wrist789_l,2_20_mAnatomy/Lighment_system/Arm_LABCDEFG/Flexor_retinaculum_456wrist789_L,True,True,True
721,inferior_glenohumeral_ligament_l,2_20_mAnatomy/Lighment_system/Arm_LABCDEFG/Inferior_glenohumeral_ligament_L,True,True,True
722,interosseous_membrane_456antebrachial789_l,2_20_mAnatomy/Lighment_system/Arm_LABCDEFG/Interosseous_membrane_456antebrachial789_L,True,True,True
723,interphalangeal_456distal789_articular_capsules_of_the_hand_456dip_joints789_l,2_20_mAnatomy/Lighment_system/Arm_LABCDEFG/Interphalangeal_456distal789_articular_capsules_of_the_hand_456DIP_joints789_L,True,True,True
724,interphalangeal_456proximal789_articular_capsules_of_the_hand_456pip_joints789_l,2_20_mAnatomy/Lighment_system/Arm_LABCDEFG/Interphalangeal_456proximal789_articular_capsules_of_the_hand_456PIP_joints789_L,True,True,True
725,interphalangeal_articular_capsule_of_pollex_l,2_20_mAnatomy/Lighment_system/Arm_LABCDEFG/Interphalangeal_articular_capsule_of_pollex_L,True,True,True
726,metacarpophalangeal_articular_capsule_of_pollex_l,2_20_mAnatomy/Lighment_system/Arm_LABCDEFG/Metacarpophalangeal_articular_capsule_of_pollex_L,True,True,True
727,metacarpophalangeal_articular_capsules_l,2_20_mAnatomy/Lighment_system/Arm_LABCDEFG/Metacarpophalangeal_articular_capsules_L,True,True,True
728,middle_glenohumeral_ligament_l,2_20_mAnatomy/Lighment_system/Arm_LABCDEFG/Middle_glenohumeral_ligament_L,True,True,True
729,oblique_cord_456elbow789_l,2_20_mAnatomy/Lighment_system/Arm_LABCDEFG/Oblique_cord_456elbow789_L,True,True,True
730,palmar_456volar789_carpal_ligament_l,2_20_mAnatomy/Lighment_system/Arm_LABCDEFG/Palmar_456volar789_carpal_ligament_L,True,True,True
731,palmar_456volar789_carpometacarpal_ligament_l,2_20_mAnatomy/Lighment_system/Arm_LABCDEFG/Palmar_456volar789_carpometacarpal_ligament_L,True,True,True
732,palmar_456volar789_intercarpal_ligament_456scaphotrapezium789_l,2_20_mAnatomy/Lighment_system/Arm_LABCDEFG/Palmar_456volar789_intercarpal_ligament_456scaphotrapezium789_L,True,True,True
733,palmar_456volar789_radioulnar_ligament_l,2_20_mAnatomy/Lighment_system/Arm_LABCDEFG/Palmar_456volar789_radioulnar_ligament_L,True,True,True
734,palmar_metacarpal_ligaments_l,2_20_mAnatomy/Lighment_system/Arm_LABCDEFG/Palmar_metacarpal_ligaments_L,True,True,True
735,palmar_radiocarpal_ligament_radiocapitate_part_l,2_20_mAnatomy/Lighment_system/Arm_LABCDEFG/Palmar_radiocarpal_ligament_radiocapitate_part_L,True,True,True
736,palmar_radiocarpal_ligament_radioscapholunate_part_l,2_20_mAnatomy/Lighment_system/Arm_LABCDEFG/Palmar_radiocarpal_ligament_radioscapholunate_part_L,True,True,True
737,palmar_radiocarpal_ligament_radiotriquetral_part_l,2_20_mAnatomy/Lighment_system/Arm_LABCDEFG/Palmar_radiocarpal_ligament_radiotriquetral_part_L,True,True,True
738,palmar_ulnocarpal_ligament_456ulnolunate_and_ulnotriquetral789_l,2_20_mAnatomy/Lighment_system/Arm_LABCDEFG/Palmar_ulnocarpal_ligament_456ulnolunate_and_ulnotriquetral789_L,True,True,True
739,pisohamate_ligament_l,2_20_mAnatomy/Lighment_system/Arm_LABCDEFG/Pisohamate_ligament_L,True,True,True
740,radial_collateral_ligament_l,2_20_mAnatomy/Lighment_system/Arm_LABCDEFG/Radial_collateral_ligament_L,True,True,True
741,radiate_carpal_ligament_capitohamate_l,2_20_mAnatomy/Lighment_system/Arm_LABCDEFG/Radiate_carpal_ligament_capitohamate_L,True,True,True
742,radiate_carpal_ligament_capitotrapezial_l,2_20_mAnatomy/Lighment_system/Arm_LABCDEFG/Radiate_carpal_ligament_capitotrapezial_L,True,True,True
743,radiate_carpal_ligament_l,2_20_mAnatomy/Lighment_system/Arm_LABCDEFG/Radiate_carpal_ligament_L,True,True,True
744,radiate_carpal_ligament_lunotriquetral_l,2_20_mAnatomy/Lighment_system/Arm_LABCDEFG/Radiate_carpal_ligament_lunotriquetral_L,True,True,True
745,radiate_carpal_ligament_scapholunate_l,2_20_mAnatomy/Lighment_system/Arm_LABCDEFG/Radiate_carpal_ligament_scapholunate_L,True,True,True
746,radiate_carpal_ligament_scaphotrapezial_l,2_20_mAnatomy/Lighment_system/Arm_LABCDEFG/Radiate_carpal_ligament_scaphotrapezial_L,True,True,True
747,scaphocapitate_ligament_l,2_20_mAnatomy/Lighment_system/Arm_LABCDEFG/Scaphocapitate_ligament_L,True,True,True
748,sternoclavicular_ligament_l,2_20_mAnatomy/Lighment_system/Arm_LABCDEFG/Sternoclavicular_ligament_L,True,True,True
749,superficial_transverse_metacarpal_ligaments_l,2_20_mAnatomy/Lighment_system/Arm_LABCDEFG/Superficial_transverse_metacarpal_ligaments_L,True,True,True
750,superior_glenohumeral_ligament_l,2_20_mAnatomy/Lighment_system/Arm_LABCDEFG/Superior_glenohumeral_ligament_L,True,True,True
751,superior_transverse_scapular_ligament_456forms_suprascapular_foramen789_l,2_20_mAnatomy/Lighment_system/Arm_LABCDEFG/Superior_transverse_scapular_ligament_456forms_suprascapular_foramen789_L,True,True,True
752,transverse_humeral_ligament_l,2_20_mAnatomy/Lighment_system/Arm_LABCDEFG/Transverse_humeral_ligament_L,True,True,True
753,ulnar_collateral_ligament_anterior_l,2_20_mAnatomy/Lighment_system/Arm_LABCDEFG/Ulnar_collateral_ligament_anterior_L,True,True,True
754,ulnar_collateral_ligament_l,2_20_mAnatomy/Lighment_system/Arm_LABCDEFG/Ulnar_collateral_ligament_L,True,True,True
755,ulnar_collateral_ligament_pisiform_portion_456internal_lateral_ligament_ulnar_carpal_collateral_ligament789_l,2_20_mAnatomy/Lighment_system/Arm_LABCDEFG/Ulnar_collateral_ligament_pisiform_portion_456internal_lateral_ligament_ulnar_carpal_collateral_ligament789_L,True,True,True
756,ulnar_collateral_ligament_transverse_l,2_20_mAnatomy/Lighment_system/Arm_LABCDEFG/Ulnar_collateral_ligament_transverse_L,True,True,True
757,ulnocarpal_joint_456articular_disc789_l,2_20_mAnatomy/Lighment_system/Arm_LABCDEFG/Ulnocarpal_joint_456articular_disc789_L,True,True,True
758,acromioclavicular_ligament_r,2_20_mAnatomy/Lighment_system/Arm_RABCDEFG/Acromioclavicular_ligament_R,True,True,True
759,annular_ligament_of_radius_r,2_20_mAnatomy/Lighment_system/Arm_RABCDEFG/Annular_ligament_of_radius_R,True,True,True
760,articular_capsule_456elbow789_r,2_20_mAnatomy/Lighment_system/Arm_RABCDEFG/Articular_capsule_456elbow789_R,True,True,True
761,articular_capsule_r,2_20_mAnatomy/Lighment_system/Arm_RABCDEFG/Articular_capsule_R,True,True,True
762,carpometacarpal_articular_capsule_of_pollex_r,2_20_mAnatomy/Lighment_system/Arm_RABCDEFG/Carpometacarpal_articular_capsule_of_pollex_R,True,True,True
763,coracoacromial_ligament_r,2_20_mAnatomy/Lighment_system/Arm_RABCDEFG/Coracoacromial_ligament_R,True,True,True
764,coracoclavicular_ligament_conoid_portion_r,2_20_mAnatomy/Lighment_system/Arm_RABCDEFG/Coracoclavicular_ligament_conoid_portion_R,True,True,True
765,coracoclavicular_ligament_trapezoid_portion_r,2_20_mAnatomy/Lighment_system/Arm_RABCDEFG/Coracoclavicular_ligament_trapezoid_portion_R,True,True,True
766,coracohumeral_ligament_r,2_20_mAnatomy/Lighment_system/Arm_RABCDEFG/Coracohumeral_ligament_R,True,True,True
767,deep_transverse_metacarpal_ligaments_r,2_20_mAnatomy/Lighment_system/Arm_RABCDEFG/Deep_transverse_metacarpal_ligaments_R,True,True,True
768,distal_commissurall_ligament_r,2_20_mAnatomy/Lighment_system/Arm_RABCDEFG/Distal_commissurall_ligament_R,True,True,True
769,distal_intercarpal_ligaments_r,2_20_mAnatomy/Lighment_system/Arm_RABCDEFG/Distal_intercarpal_ligaments_R,True,True,True
770,dorsal_carpometacarpal_ligaments_r,2_20_mAnatomy/Lighment_system/Arm_RABCDEFG/Dorsal_carpometacarpal_ligaments_R,True,True,True
771,dorsal_intercarpal_ligaments_r,2_20_mAnatomy/Lighment_system/Arm_RABCDEFG/Dorsal_intercarpal_ligaments_R,True,True,True
772,dorsal_metacarpal_ligaments_r,2_20_mAnatomy/Lighment_system/Arm_RABCDEFG/Dorsal_metacarpal_ligaments_R,True,True,True
773,dorsal_radiocarpal_ligament_r,2_20_mAnatomy/Lighment_system/Arm_RABCDEFG/Dorsal_radiocarpal_ligament_R,True,True,True
774,dorsal_radioulnar_ligament_r,2_20_mAnatomy/Lighment_system/Arm_RABCDEFG/Dorsal_radioulnar_ligament_R,True,True,True
775,extensor_retinaculum_r,2_20_mAnatomy/Lighment_system/Arm_RABCDEFG/Extensor_retinaculum_R,True,True,True
776,flexor_retinaculum_456wrist789_r,2_20_mAnatomy/Lighment_system/Arm_RABCDEFG/Flexor_retinaculum_456wrist789_R,True,True,True
777,inferior_glenohumeral_ligament_r,2_20_mAnatomy/Lighment_system/Arm_RABCDEFG/Inferior_glenohumeral_ligament_R,True,True,True
778,interosseous_membrane_456antebrachial789_r,2_20_mAnatomy/Lighment_system/Arm_RABCDEFG/Interosseous_membrane_456antebrachial789_R,True,True,True
779,interphalangeal_456distal789_articular_capsules_of_the_hand_456dip_joints789_r,2_20_mAnatomy/Lighment_system/Arm_RABCDEFG/Interphalangeal_456distal789_articular_capsules_of_the_hand_456DIP_joints789_R,True,True,True
780,interphalangeal_456proximal789_articular_capsules_of_the_hand_456pip_joints789_r,2_20_mAnatomy/Lighment_system/Arm_RABCDEFG/Interphalangeal_456proximal789_articular_capsules_of_the_hand_456PIP_joints789_R,True,True,True
781,interphalangeal_articular_capsule_of_pollex_r,2_20_mAnatomy/Lighment_system/Arm_RABCDEFG/Interphalangeal_articular_capsule_of_pollex_R,True,True,True
782,metacarpophalangeal_articular_capsule_of_pollex_r,2_20_mAnatomy/Lighment_system/Arm_RABCDEFG/Metacarpophalangeal_articular_capsule_of_pollex_R,True,True,True
783,metacarpophalangeal_articular_capsules_r,2_20_mAnatomy/Lighment_system/Arm_RABCDEFG/Metacarpophalangeal_articular_capsules_R,True,True,True
784,middle_glenohumeral_ligament_r,2_20_mAnatomy/Lighment_system/Arm_RABCDEFG/Middle_glenohumeral_ligament_R,True,True,True
785,oblique_cord_456elbow789_r,2_20_mAnatomy/Lighment_system/Arm_RABCDEFG/Oblique_cord_456elbow789_R,True,True,True
786,palmar_456volar789_carpal_ligament_r,2_20_mAnatomy/Lighment_system/Arm_RABCDEFG/Palmar_456volar789_carpal_ligament_R,True,True,True
787,palmar_456volar789_carpometacarpal_ligament_r,2_20_mAnatomy/Lighment_system/Arm_RABCDEFG/Palmar_456volar789_carpometacarpal_ligament_R,True,True,True
788,palmar_456volar789_intercarpal_ligament_456scaphotrapezium789_r,2_20_mAnatomy/Lighment_system/Arm_RABCDEFG/Palmar_456volar789_intercarpal_ligament_456scaphotrapezium789_R,True,True,True
789,palmar_456volar789_radioulnar_ligament_r,2_20_mAnatomy/Lighment_system/Arm_RABCDEFG/Palmar_456volar789_radioulnar_ligament_R,True,True,True
790,palmar_metacarpal_ligaments_r,2_20_mAnatomy/Lighment_system/Arm_RABCDEFG/Palmar_metacarpal_ligaments_R,True,True,True
791,palmar_radiocarpal_ligament_radiocapitate_part_r,2_20_mAnatomy/Lighment_system/Arm_RABCDEFG/Palmar_radiocarpal_ligament_radiocapitate_part_R,True,True,True
792,palmar_radiocarpal_ligament_radioscapholunate_part_r,2_20_mAnatomy/Lighment_system/Arm_RABCDEFG/Palmar_radiocarpal_ligament_radioscapholunate_part_R,True,True,True
793,palmar_radiocarpal_ligament_radiotriquetral_part_r,2_20_mAnatomy/Lighment_system/Arm_RABCDEFG/Palmar_radiocarpal_ligament_radiotriquetral_part_R,True,True,True
794,palmar_ulnocarpal_ligament_456ulnolunate_and_ulnotriquetral789_r,2_20_mAnatomy/Lighment_system/Arm_RABCDEFG/Palmar_ulnocarpal_ligament_456ulnolunate_and_ulnotriquetral789_R,True,True,True
795,pisohamate_ligament_r,2_20_mAnatomy/Lighment_system/Arm_RABCDEFG/Pisohamate_ligament_R,True,True,True
796,radial_collateral_ligament_r,2_20_mAnatomy/Lighment_system/Arm_RABCDEFG/Radial_collateral_ligament_R,True,True,True
797,radiate_carpal_ligament_capitohamate_r,2_20_mAnatomy/Lighment_system/Arm_RABCDEFG/Radiate_carpal_ligament_capitohamate_R,True,True,True
798,radiate_carpal_ligament_capitotrapezial_r,2_20_mAnatomy/Lighment_system/Arm_RABCDEFG/Radiate_carpal_ligament_capitotrapezial_R,True,True,True
799,radiate_carpal_ligament_lunotriquetral_r,2_20_mAnatomy/Lighment_system/Arm_RABCDEFG/Radiate_carpal_ligament_lunotriquetral_R,True,True,True
800,radiate_carpal_ligament_r,2_20_mAnatomy/Lighment_system/Arm_RABCDEFG/Radiate_carpal_ligament_R,True,True,True
801,radiate_carpal_ligament_scapholunate_r,2_20_mAnatomy/Lighment_system/Arm_RABCDEFG/Radiate_carpal_ligament_scapholunate_R,True,True,True
802,radiate_carpal_ligament_scaphotrapezial_r,2_20_mAnatomy/Lighment_system/Arm_RABCDEFG/Radiate_carpal_ligament_scaphotrapezial_R,True,True,True
803,scaphocapitate_ligament_r,2_20_mAnatomy/Lighment_system/Arm_RABCDEFG/Scaphocapitate_ligament_R,True,True,True
804,sternoclavicular_ligament_r,2_20_mAnatomy/Lighment_system/Arm_RABCDEFG/Sternoclavicular_ligament_R,True,True,True
805,superficial_transverse_metacarpal_ligaments_r,2_20_mAnatomy/Lighment_system/Arm_RABCDEFG/Superficial_transverse_metacarpal_ligaments_R,True,True,True
806,superior_glenohumeral_ligament_r,2_20_mAnatomy/Lighment_system/Arm_RABCDEFG/Superior_glenohumeral_ligament_R,True,True,True
